				PSR	1271				Dokumentarisch	dokumentarisch							X		12							 X -  XI 	 X -  XI 		04.04.2001					  Wahrscheinlich  dieser Fragment- 8 Zeilen- ist die Mitte eines Schreibens. Es fehlt der obere Teil, und der untere Teil wie auch der linke Rand. Wieviel Zeilen von jedem Teil fehlen man kann nicht genau sagen, aber vom linken Rand fehlen wie etwa 3 bis 4 Worten bei jeder Zeile. Es gibt herum  dunkelebraune Flecken,  das Papier ist fein sollte im Orginal helle braun sein. Es kann sein, dass diese braune Flecken von der Farbe des Papiers ist- aufgelöst. 			1904		Geschenk Schott				11	 Recto: es gibt 8 Zeilen. Das Thema nach diesem Abschnitt ist die Beilegung eines Streits. Der Absender teilte den Adressat, dass es zwischen ihm und jemand anderem  Streit gibt, es wurde in diesem Fragment über die Grunde des Streits nicht gesagt. Das Dauer des Streits bis diesem Schreiben ist 6 Monaten ( Z. 3 )Wahrescheinlich verlangt den Absender vom Adressat als Vermittler zu sein um dieser Streit zu beenden. Er empfehlt ihm einige Raten um dieser Streit zu beenden. Die erste Zeile " bainī ? qad ansaytahu, wa is’alahu[ ? ] ... .", zwischen mir ? hat ihm zur Vergessenheit gebracht, und frag ihm [ ? ]. Die Zeile 2 " al tafṣīl biwaṣf mā yarāhu [wa layta ?] al ḏī yuḥsinu hāḏihi al taḥṣī[ ] ? ", d. h Die Einzelheiten, wie er das sieht- meinr der Absender wie er das richtig sieht- [?] der jenige der diese [] gut machst, ... . Die Zeile 3 "qadr sitati ašhur mā faḍhu wa huma yaḥtāǧ ilā al ‘aqā[qīr ?] ... ", d. h sind 6 Monaten vorbei, und er hat das nicht begelgt- oder bendet, vielleicht meint der Absender der Streit-, und braucht er zur Medikamente?... .Die Zeile 5 " ilayhi mā baynahu ( oder man kann dieses Wort als māsah lesen), aw ya’muru bimā baqiya lahu, mimā[...?...? .]", d. h ,  zu ihm was er zeigte( oder ihm, so dringt- vielleicht meinte brauchte ihm so dringt ), oder befiehlt er was ihm übrig gblieben ist,  von was[ ? ?]... . Die Zeile 6 " litaštarīhi munfaṣilan in šā’ allāh.. ", d. h um ihn-oder es- getrennt zu kaufen, so Gott will... .  Verso: es gibt in der Mitte des Stücks zwei verbundene Buchstaben "mā " und unter ihr ein Wort "limū ?", oder "limiq ?", ich finde kein Bedeutung zu dieser Worten und keine Zusammenhang mit dem Schreiben am Recto.                				10	11	5	X	 XI	X -  XI	4		CD_A_015	CD_A_015	abgeschlossen						Hadernpapier					 R= KB=166 f 43 +45	neu			 Beilegen eines Streits			Arab. 177 Vorderseite u. Rückseite	177	Arab.			 Es gibt diakritische Punkte wie auch Vokalisierung bei einigen Worten.					 	Vorderseite u. Rückseite				Arabisch	Unpubliziert					CD_A_015							Vorhanden			17.12.2009		
				 PSR	1276				Literarisch	dokumentarisch							X		13							 X -  XI 	 X -  XI 		04.04.2001					 Ein hellbraunes, feines Papier. Es kann sein, dass dieser Teil ein gehört zur Mitte einer Seite, aber bestimmt nicht zu ihrem Anfang. Es fehlen viele Teile dieser Seite, der obere Teil wie der untere Teil, wie auch die Ränder, links wie auch Rechts bei einigen Zeilen. Recto: bei der Zeile 1 gibt es nur Spuren von Schrift.  Die Zeile 2-4 enthälten weniger als die erste Hälfte einer Zeile, d. h mehr als die Hälfte der Zeilen sind abgerissen, bei ihr ist der rechte Rand noch erhalten. Die Zeilen 5-9 erhalten 3/4 einer vollständigen Zeile. Bei Zeilen 5-7 ist der rechte Rand erhalten, bei der Zeilen8- bis Ende ist der rechte Rand abgerissen, bei der Zeilen 8-9 fehlt vom Rechten Rand wie etwa ein Wort, bei der übrigen Zeilen fehlt mehr als die Hälfte der Zeilen, wir haben entwder ein Teil von der zweiten Hälfte( wie bei Zeile 10), oder zwei Worten wie bei Zeile 12, oder ein Wort und ein Teil von einem Wort wie bei Zeile 12. Bei all diese Zeilen 8-12 fehlt der linke Rand. In der Mitte zwischen Zeile 5 und 7 gibt es ein Loch. Ein Teil, von der Seite ist dunkelbraun, wie ein Fleck- der obere Teil- und der untere Teil ist hellbraun. Verso: die fehlende Teile bei der Verso stehen umgekehrt zur fehelnden Teile die in Recto sind. Die Schrift- braune Tinte- ist in einigen Stellen verblasst und verwischt, besonders in Verso.    			1904		Geschenk Schott				8,3	 Recto: es gibt 12 Zeilen. Es handelt sich in diesem Fragment um eine Seite vom Buch des Hadiṯ- Überlieferung des Propheten Muḥamad- das unter dem Titel "ṣaḥīḥ al buẖārī" bekannt ist. Das Thema ist ḏikr", d. h die Nennung der Gottesname.  Bis der Zeile 4 handelt sich um die "aḏkār al ṣalāt", die die Nenneung der Gottesname im Gebet. Von Zeile 5 bis Ende handelt sich um ḏikr im bestimmten Monat, nämlich ḏū al ḥiǧah, besonders in der letzten 10 Tage dieses Monats. Verso: es gibt 12 Zeilen. In Verso wurde das Thema des Recto weiter fortgesetzt. 				10	11	5	X	 XI	X -  XI	4		CD_A_015	CD_A_015	abgeschlossen						Hadernpapier					 R+V= KB= 166 F 47 g 49	neu			 Eine Seite vom Bu√$r– Buch			Arab. 178 Vorderseite u. Rückseite	178	Arab.			 Es gibt daikritische Punkte gesetzt, wie auch Vokalesierung.					 	Vorderseite u. Rückseite				Arabisch	Unpubliziert					CD_A_015							Vorhanden			17.12.2009		
				 PSR	1280			Rückseite frei	Literarisch	dokumentarisch							X		8							 X -  XI 	 X -  XI 		09.04.2001					 Ein dunkelbraunes, mittelfeines Papier. Es kann sein, dass dieser Fragment die Mitte einer Seite eines literarischen Texts ist. Es fehlen alle Teile dieses Stücks, der obere Teil wie der unter wie die beide Ränder, Links und Rehts. Die Schrift ist duetlich geschrieben, aber bei einigen Stellen ist verblasst. Es gibt auch dunkelebrauner Flecken.   			1904		Geschenk Schott				11,5	 Es gibt 11 Zeilen. Es handelt sich um eine Prosa und Gedichte, die die Liebe zwischen  Man und Frau beschreibt. Bei der Zeile 1 gibt es nur Spuren von Schrift. Wir lesen bei der Zeile"biasqām al hawā yarfiqu ?...  ", d. h durch ie Krankheiten der Liebe,  wird... sanft sein. Die Zeile 3" ‘alīlan wa amna‘ al saqmmn an yaṯbuta biǧismin qad barl?[]... ", d. h Krank, und verhinderst du die Liebe sich im Körper fistzuhalten , ...  . Die Zeile 4 " alhawā wa amsā naḥīlan kuli yawmin yazdād... ", d. h die Liebe, und erm ist dünn geworden, jeden Tag das vermehrte sich... .  Die Zeile 7 "fakafā al ā‘šiqīna bilšawqi wa kafā bilramādi... ", d. h es genügt die Liebe zur Liebhabers, und es genügt die Asche... . Die Zeile 8 "... suqmun ṭawīlah", d. h lange Krankheit. Die Zeile 9 "mā aḥsana al ṣabra fī muwāṭinihi...", d. h wie gut ist  wenn der Geduld in seiner Plätze sich befindet- meint der Schreiber in seiner richtigen Situation, oder Fall. Die Zeile 11 "wal ṣabru[ ] kuli [ ]...", d. h der [] jeden[]... . Es gibt nach einigen Worten ein Zeichen, Kreis und in ihm drin ein Punkt. Die Bedeutung dieses Zeichens ist waahrscheinlich ein Herz, d. h Zeichen der Liebe.				10	11	5	X	 XI	X -  XI	4		CD_A_015	CD_A_015	abgeschlossen						Hadernpapier					R+V= KB= 165 f 39 + 41	neu			 Ein literarisches Stück- über Liebe			Arab. 179 Vorderseite	179	Arab.			 Es gibt fast überall diakritische Punkte.	18.1.99 an al-Mudarris				 	Vorderseite				Arabisch	Unpubliziert					CD_A_015							Vorhanden			17.12.2009		
			 a	PSR	1281			Rückseite frei	Dokumentarisch	dokumentarisch							X		13,4			1341		1341	1341	 1341 	 1341 		09.04.2001					 Ein hellebraunes, grobes Papier. Es gibt dunkelbraune Flecken. Es fehlen alle Teile dieses Stücks, der obere Teil wie der untere Teil,  und von der erhaltenen Zeilen fehlt der rechte Rand. Der linke Rand bei dieser Zeilen ist gut erhalten, ausserhalb der Zeilen 5 und 6, wo ein Wort in jeder Zeile fehlt, es gibt ein offenes Loch- scheint durch Verbrennung. Bei der Zeile 1 gibt es nur 2 Worten am Ende der Zeile, der Rest ist abgerissen. Bei der Zeilen 2-6 und ein Teil von 7 fast der grosste Teil der Zeilen ist erhalten, aber der Rest ist mehr als ihren ersten Hälften abgerissen. Die Tinte- schwaze Tinte- in einigen Stellen ist verwischt. 			1904		Geschenk Schott				12,3	 Es gibt 10 Zeilen. Der Absender schreibt dem Adressat, dass er ihm einige Sachen kaufen soll. Bei der Zeile 1 erfahren wir, dass er vom Adressat etwas zu kaufen verlangte, und zwar von einem Person, der sein Name "al ḥāǧ" ist. In Zeile 2 ist ein anderer Name genannt "[ ] abū muḥamad ibn ya‘qū... ", auch hier verlangt er von der Adressat Sachen zu kaufen und zwar wieder bei " ibn al ḥāǧ". Es kann seine die Sache die er wollte kaufen ist "al zīt", d. h Öl und zwar danch sind die folgende Worten " min bālat ibn al ḥāǧ", d. h von der Ballen des Ibn al Ḥāǧ. Es kann sein, dass Wort "zīt "anderes gelesen wird ?. In Zeile 3 verlangt er vom Adressat andere Ware zu Kaufen" ḥabah al zīt ḥasan[] ma‘ dist nuḥās aḥmar mismārī ṯalāṯ qiṭa‘...", d. h ...Stück, Öl ?, Gut [] mit einem selberen, roten, gengelten, Kochgefäss aus Kopfer, drei Stücke... . Ich habe Zweifel an das Wort"mismārī ", d. h genagelt, eine andere Möglichkeit sehe ich im Momment nicht. In Zeile 4 wurde über dem Gewicht der Ware gesagt "zīnatuhu bil raṭl al maqarrī, ẖamsatu wa ṯalāṯīna raṭl mudatu arba‘atu ašhur... . ", d. h sein Gewicht im maqarrīschen Raṭl ( Gewichtmass in Äg =449,28 gr. aber hier das Gewicht ist nach der Maqarrah= Stadt in Tunsien- Standard.  ) sein musste, 35 Raṭl, entlang 4 Monaten. In Zeile 5 ist der Preis genannt aber dieser Preis ist der Lohn für jemand der Alī heisst "li‘alī al baz ? bi u’1rah mablaġuha mina al darahim [] ṯamāniyatu ‘ašrah.... ", d. h zu Alī al Baz(  die Identifizierung der Nachname "al baz" ist nicht sicher..) im Lohn von der Drachmen [] 18 . In Zeile 6 erwähnt er das Datum, in dem er entweder der Preis der Ware zurück bezahlen, oder die Zeit, , d. h entalng dieser Zeit sollte er die Ware reichen.  In Zeile 7 ist wieder der "dist" genannt "... al dist al am ḏkūr liyantafi‘ bihi... .", d. h das erwähnte Kochgefäss um ihm zu nützen... .  In Zeile 9 wurde ein Teil des Datums erwähnt "iṯnain wa arbai‘n wa sab‘mayah ", d. h 742, gemeint Hiǧrī. 	1341			12			XII		XII	6	742	CD_A_015	CD_A_015	abgeschlossen						Hadernpapier					R=KB= 166 g 51	neu			 Bitte um verschieden Sachen zu kaufen			Arab. 180 Vorderseite	180	Arab.			 Es gibt daikritische Punkte.					 	Vorderseite			1341	Arabisch	Unpubliziert					CD_A_015					1341		Vorhanden			17.12.2009		
				PSR	845					dokumentarisch						 Foto: Altes Platenarchiv UB ( Nr. 1465 ), jetzt Nr. 69.Das Stück ist nicht mehr auffindbar.													10.04.2001															xxx																										neu			 Unbekannt- Fehlt			Arab. 181	181	Arab.								 						Unpubliziert												Fehlt			17.12.2009		
				PSR	 1200				Dokumentarisch	dokumentarisch							X		27,5							 VIII -  IX 	 VIII -  IX 		10.04.2001					 Ein hellbrauner, grober Papyrus. Die Faden des Stücks sind herausgezogen, dadurch die Schrift- schwarze Tinte- ist verwischt und verblasst. Es feheln alle Teile dieses Stücks.  			1904		Geschenk Schott				23,3	 Recto: es gibt 9 Zeilen. Bei der Zeile 1-2 und 8- 9 haben wir nur Spuren von Schrift. Der Absender informiert den Adressat über seiner Situation ( Z. 6). Die Zeile 3 "qabla ḏālika bi’ayām walā yalī wa[ ... ]. ", d. h einige Tage vorher, und wird keine Folge- oder wird danach [ ... ] danach. In Zeile 4 informiert der Absender den Adressat über der Situation eines anderen Persons " wafī baytī bihā qablanā wa inamā yaskunu fī... ." , d. h  und in meinem Haus, in ihr, vor uns, aber er wohnt in der... . Die Zeile 6 " wa ‘ilmuka ḥāl mā huwa ‘alayhi... ", d. h und nach deinem Erkenntnis, die Situation ist wie es ist- meint er hat nichts geändert-. Die Zeile 7 "... wafaqaka al [ lāh ][ ] wa slām... . " , d. h Gott verleiht der das Glück, und Frieden- meint Frieden au Dich-. Verso: es gibt 3 Zeilen. Die Schrift ist stark verblasst, und in einigen Stellen verwischt. Wir können nicht viel über den Inhalt dieser Seite Sagen, aber bei der ersten Zeile lesen wir das Wort "kitābuka". Die Schriftsart zeigt, dass dieses Schreiben ist durch andere Person geschrieben wurde, d. h es ist ein anderes Schreiben.     				8	9	3	VIII	 IX	VIII -  IX	2		CD_A_015	CD_A_015							Papyrus					 R+V = KB= 138 e 24 , f 26.       	neu			 Privater Brief- Grüsse und Fragen über allgemeine Situation			Arab. 182 Recto u. Verso	182	Arab.			 Es gibt nur einmal diakritische Punkt, in der Zeile 4 bei dem Wort "bayt–",  bei der Buchsatbe "b$". 	 16.2.84 Diem, Köln.				 	Recto u. Verso				Arabisch	Unpubliziert					CD_A_015										17.12.2009		
				PSR	 1287				Dokumentarisch	dokumentarisch							X		12							 XI -  XII 	 XI -  XII 		10.04.2001					 Ein dunkellbraunes Papier. Es fehlen die beide Ränder,  wie auch der untere Teil. Der Anfang ist die erhaltene erste Zeile, wir haben das letzte Wort von der Eröffnung, von der "Bismall$h... ", gemeint ist das Wort "al raƒ–m". Diue Schrift- braune Tinte - ist durch Feuchtigkeit aufgelöst wurde, deswegen es gibt Schwierigkeite um viele Worten zu identifizieren. Das Papier ist durch die Feuchtigkeit zusammengeschrumpft. 			1904		Geschenk Schott				9,1	  Recto: es gibt 8 unvollständige Zeilen. Der Absender, der sein Name" aḥmad bin muḥmad al banā "( Zeile 1- Verso  ) informier den Adressat über seine finanziele Situation. Wir können nicht viel über den Inhalt sagen, weil in vielen Stellen ist die Schrift verwischt oder verblasst.  Verso:  es gibt  drei Zeilen. Eine Zeile die parallel zur Zeilen des Recto, und die anderen Beiden sind umgekehrt zur Zeilen des Recto geschrieben. Bei der ersten Zeil die parallel zur Recto geschrieben wurde, ist der Name des Absender genannt. Bei der zweiten umgekehrten geschriebenen Zeilen, bei der ersten von denen wurde ein andere Name erwähnt "ḥamzah", und " muḥamad". In dieser Zeile steht Folgendes "qad ‘arrafanī ḥamzah mā kataba lahu ilayhi min [?] muḥamad[].. . " d. h Ḥamzah informiert mich was ihm von Muḥamad [] geschrieben wurde... . 				11	12	6	XI	 XII	XI -  XII	5		CD_A_015	CD_A_015	abgeschlossen						Hadernpapier					 R+V=KB= 166g 35+55 / 169 c 37+39	neu			 Privater Brief über wirtschaftliche Angelegenheiten.  			Arab. 183 Vorderseite u. Rückseite	183	Arab.			 Es sind viele diakritische Punkte gesetzt.					 	Vorderseite u. Rückseite				Arabisch	Unpubliziert					CD_A_015							Vorhanden			17.12.2009		
	Diem, ABPP Tf. 44 oben			PSR	1288			s. eigenen Datensatz	Dokumentarisch	dokumentarisch						Der Schreiber von Verso hat das Blatt gewendet und um 90 Grad gedreht, sodass der ehemalige obere Rand von Verso nun den rechten Rand bildet. 	X		9,8							 XI 	 XI 		20.12.1999					Das Schreiben ist abgesehen von einigen Löchern vollständig.			1904		Geschenk Schott	x			11,8	Der Schreiber bittet den Adressaten, vermutlich einen Kollegen in einer Behörde, wohl einer Finanzbehörde, das Anliegen eines Baqūf zu erledigen und dann den Schreiber über das Ergebnis zu unterrichten. Baqūf habe schon mehr als eine Gebühr (ǧu‘l) verloren.				11			XI		XI	5		CD_A_014	CD_A_014	abgeschlossen		Diem, ABPP S. 78; 93; 117				Hadernpapier					618 c 1 + 2 (Recto und Verso)	neu		44	Fürsprache für einen Bittsteller			Arab. 184 Vorderseite	184	Arab.			Einige diakritische Punkte.	193.1973 Prof. Dietrich, Göttingen23.6.1986 Prof. Diem, Köln			Diem, ABPP	Diem, ABPP 44	Vorderseite				Arabisch	Publiziert					CD_A_014							Vorhanden			17.12.2009		
				PSR	1288			s. eigenen Datensatz	Dokumentarisch	dokumentarisch						Der Schreiber von Verso hat das Blatt gewendet und um 90 Grad gedreht, sodass der ehemalige obere Rand von Verso nun den rechten Rand bildet.	X		9,8										20.12.1999								1904		Geschenk Schott	y			11,8	xxx. Aufstellung über Ausgaben, z.B. Weizen (qamḥ), sāqiya xxx, ḥirāsa xxx, zum Teil mit Zahlenangaben. Von derselben Hand stammen zwei Eintragungen am rechten Rand von Verso, Gerste (aš-ša‘īr) und Zahlbuchstabe alpha für 1; dazu weitere Angaben xxx.												CD_A_014	CD_A_014	nicht abgeschlossen		Diem, ABPP S. 200				Hadernpapier					618 c 1 + 2 (Recto und Verso)	neu			Aufstellung über Ausgaben			Arab. 184 Rückseite	184	Arab.				19.3.1973 Prof. Dietrich, Göttingen23.6.1986 Prof. Diem, Köln				 	Rückseite				Arabisch	Unpubliziert					CD_A_014							Vorhanden			17.12.2009		
				PSR	1289				Dokumentarisch	dokumentarisch							X		13,8							 X -  XI 	 X -  XI 		11.04.2001					 Ein hellbraunes mittelfeines durchlöcherts Papier. Recto : Von der erhaltenen Zeilen fehlt der linke Rand, wahrscheinlich bis vier Worten, auch fehlt die Eröffnung- Bismall$h- wie auch der untere Teil, wahrscheinlich bis 4 Zeilen.  Die Schrift- schwarze Tinte- ist in einigen Stellen verwischt wie in Zeile 4,  oder verschwindet durch die Löcher. Verso: die erhaltene Worten sind an der meisten Stellen verwischt, oder gelöchert. Die Schaden in Verso sind grösser als in Recto. Es fehlt der obere Teil,  es gibt nur eine Spur von der Zeile 1, die wahrscheinlich nicht die Erste des Orginals ist. Auch fehlt der untere Teil, wie der linke Rand.			1904		Geschenk Schott				8,8	Recto: es gibt 5 Zeilen, und ein Zeile entlang des rechten Rands. Der Schreiber schreibt- " wa kuntu qad katabtu"( Z. 1), d. h ich schreibte- den Adressat um über seiner Bflanzung- besser zu sagen über ihren Beflanzung "bizar‘inā"( Z. 1) zu mitteilen. Es wurde die Stadt des Schreibrs erwähnt "ahnās"-Herakleouspolis( Z. 3), wo die Pflanzung auch sind. Der Schreiber informiert den Adressat über andere Personen, die einmal mit Singular erwähnt "‘arafa... "( Z. 2 ), aber in Zeile 3 verwendet er Pluralform "wa qultu lahum", d. h ich sagte ihnen... . Wer sind diese Personen, aus diesem Inhalt können nicht sagen, aber sollten sie an die Pflanzung Interesse haben. Verso: es gibt 6 Zeilen, und zwei Zeilen dazu entlang des rechten Rands. Die Verso ist die Fortsetzung des Recto.  				10	11	5	X	 XI	X -  XI	4		CD_A_014	CD_A_014	abgeschlossen						Hadernpapier					 R+V= KB= 166 g 57 + 59	neu			 Ein Schreiben- Mitteilung über landwirtschfliche Angelegenheiten			Arab. 185 Vorderseite u. Rückseite	185	Arab.			 Es gibt zwei Mal diakritische Punkte;  in Zeil 3 in Recto beim Wort  das nach dem Name der Stadt "ahn$s" kommt. Die zweite diakritische Punkt ist beim Wort "‘a˝ar", in der Zeile 1, die entlang dem rechten Rand ist. 	23.6.86, Diem, Köln.				 	Vorderseite u. Rückseite				Arabisch	Unpubliziert					CD_A_014							Vorhanden			17.12.2009		
	Diem, ABPP Tf. 51	1293,3 (Recto)		PSR	1290			Tintenspuren	Dokumentarisch	dokumentarisch						In der Konkordanz des Instituts zwischen alten und neuen Nummern wurde nicht nur PSR 1290, sondern fälschlich auch das fehlende Stück PSR 186 als P. Heid. Arab. Inv. 186 geführt.	X		26							 IX 	 IX 		21.12.1999					Das Blatt enthält die ersten neun Zeilen eines vermutlich bedeutend längeren Briefes. Oberer, linker und rechter Rand erhalten. Schriftrichtung quer zur Faserrichtung			1904		Geschenk Schott	x			23,5	Der Schreiber bestätigt den Erhalt eines Briefes des Adressaten. Dieser Brief hat geholfen bei den Verhandlungen über eine Kamelstute (nāqa) zwischen Abū Ayyūb, dem er den Brief überbracht hatte, und ‘Abd as-Salām. Der Adressat hat sich zehn Tage um die Angelegenheit gekümmert, ‘Abd as-Salām hat  schliesslich Abū Ayyūb die Eigentumsrechte an dem Tier eingeräumt. Möglicherweise hatte ‘Abd as-Salām es an Abū Ayyūb verkauft oder wollte es verkaufen und der Bericht des Adressaten, etwa über eine Erkrankung des Tieres, hat zu einer Reduzierung des Kaufpreises geführt.				9			IX		IX	3		CD_A_014	CD_A_014	abgeschlossen		Diem, ABPP S. 100				Papyrus					619 a 1 + 2 (Recto und Verso)	neu		54	Mitteilungen über einen Erfolg			Arab. 186 Recto	186	Arab.			Mehrere diakritische Zeichen.	19.3.1973 Prof. Dietrich, Göttingen16.2.1984 Prof. Diem, Köln			Diem, ABPP	Diem, ABPP 54	Recto				Arabisch	Publiziert					CD_A_014							Vorhanden			17.12.2009		
				PSR	1292			Rückseite frei	Dokumentarisch	dokumentarisch							X		22,5							 X -  XI 	 X -  XI 		17.04.2001					Ein hellbraunes, mittelfeines Papier. Es fehlt der obere Teil und eineige Worten vom rechten Rand- in der ersten Quadraten.  Auch ein Teil- Links- von der, vom erhaltenen Stück ist abgerissen.  Es scheint, dass der untere Teil ist volltändig. Die Stift- braune Tinte- ist überall verblasst , aber noch lesbar. Es gibt einige braune Flecken, von der Tinte. 			1904		Geschenk Schott				16,5	Der Schreiber hat den Inhalt in kleine Quadraten. In jedem Quadrat sind einige Informationen über was er kaufen soll.  Es wurde oft das Wort "raṭl" d. h ein Gewichtmass, in Äg= 449,28 gr. Es scheint , dass diese Liste zu einem Person, der Schreiber gehört, der eine Laden hat, und schreibte was einige Leute von ihm bestellt haben . Die Zeilen in der Quadraten sind nicht paralle, deswegen man kann nicht sagen wieviel Zeilen in diesem Stück gibt. Es sind einige Namen geschrieben in verschiedenen Quadraten, wie z. B im letzten Quadrat,  ganz unten, Links lesen wir der Name "muḥamad al ‘aṭṭār",   paralle zu diesem Quadrat nach Rechts in der beiden anderen Quadraten lesen wir zwei Namen  "‘alī bin ‘afīf"  und   "muḥamad bin adham".   				10	11	5	X	 XI	X -  XI	4		CD_A_014	CD_A_014	abgeschlossen						Hadernpapier					 R+V=KB=168 c 18 -22 f/169 c 41 -47	neu			 Liste von Essen und Sachen für Haushalt			Arab. 187 Vorderseite	187	Arab.			  Keine diakritische Punkte gesetzt.					 	Vorderseite				Arabisch	Unpubliziert					CD_A_014							Vorhanden			17.12.2009		
				PSR	1294				Dokumentarisch	dokumentarisch							X		7,7							 X -  XI 	 X -  XI 		17.04.2001					  Ein hellbraunes, mittelfeines Papier.  Es gibt braune Fleck aauf die obere Teil, wegen der Auflösung der Schrift. Fehlen viele Teile  des Stücks, besonders am linken Teil- Rand( bei Recto und Verso ), und auch einige Zeilen von der obere Teil( bei Verso von der unteren Teil). Am rechten Rand, bei Recto, an der Zeilen 4 -6 sind einige Worten abgerissen( bei Verso am rechten Rand, an der Zeilen 7-10). Die Schrift- braune Tinte- ist in einigen Stellen  leicht verblasst. 			1904		Geschenk Schott				13,5	 Recto: es gibt 12 Zeilen. Bei der Zeile 1 ist nur Spurer von Schrift. Der Schreiber sagt dem Adressat was er mit der Kamele gemacht hat. Er hat die Kamele zur Weide gebracht(Z. 2 )"[u]srriḥa al ǧimāl", d. h ich habe die Kamele auf die Weide gescheckt. In Zeile 3 lesen wir " ... ... ayāman asraḥu [f]ī ... . ", d. h Tagen auf die Weide gehe ich frei... auf... . Der Absender wahrscheinlich ist ein Hirt, der zum Adressat der der Besitzer der Tiere ist, über die Lage seiner Tiere schreibt, wie ein Protokol.  In Zeile 6 wurde das Wort "al ‘alaf", d. h Viehfutter, erwähnt. Der Absender informiert den Adressat in Zeile 9 über andere Leute "... nu‘ṭīhi lahum.. " , d. h wir geben ihnen. Wer sind "ihnen ", wissen wir nicht. Verso : Es gibt 12 Zeilen. Diese Seite ist die Fortsetzung des Recto. oder besser zu sagen diese Seite ist Recto, hier fängt der Schreiben an. Es gibt ein Teil von der Eröffnung in der ersten Zeile, "bismillah... ". Die Schriftzüge ist ähnlich mit der Schriftzüge des Recto. Auch in dieser Seite wurde  über die Angelegenheiten die auf die Ackerbau und Viehzucht sich bezieht geredet . Das Wort "baqar", d. h Rinder wurde in Zeile 7 erwähnt. Der Absender informiert den Adressat über was mit seinem Onkel machte"wafaqtu ‘amī šams ‘alayhim... .", d. h ich habe mein Onkel übereingestimmt Šams, über was sie betrefftt ... Auch informiert ihn über die Pflanzung und über die Rinder" fī zari‘hi  wa ḥalālunā al baqar alḏī... .", d. h in seiner Pflanzung und unsere Besitz von Rinder die... . Auch anderer Onkel- Bruder von Mutter seite- wurde in Zeile 8  erwähnt"[wā]faqaka ẖālī ‘alayhim...", d. h der mein Onkel mit der eingestimmt hat. Wahrscheinlich der Absender wollte er sagen zum Adressat, dass er übereingestimmte mit seinem Onkel - Vater seite, S. 6- was sein Onkel- Mutter Seite -mit ihm übereingestimmt hat.  In Zeile 9 erzählt er den Adressat über sein Weggehen , wahrscheinlich gemeint,  von seinem Onkel- Vater Seite-,  und sein Onkel hat sie begleitet bis sie irgend wo weggegangen "... taraknā ilā an ẖaraǧnā... ", er hat uns begleitet bis wir weggegangen (  es gemeint is tbis wir von seiner Gebiet raus waren). Es kann sein, dass der Absender Sohn von x ist, der ihm zu einigen Verwandeten von ihnen scheckte, um sie vieleicht zu überzeugen, dass sie mit denen Ackerbau und Viehzucht zusammen zu machen. 				 10	11	5	X	 XI	X -  XI	4		CD_A_014	CD_A_014	abgeschlossen						Hadernpapier					 R+V= KB= 167 a 61+63	neu			 Ein schreiben über die Sachen die zur Tiere gehören			Arab. 188 Vorderseite u. Rückseite	188	Arab.			 Es gibt diakritische Punkte wo sie eingesetzt mussen.	 23.6.86, Diem, Köln				 	Vorderseite u. Rückseite				Arabisch	Unpubliziert					CD_A_014							Vorhanden			17.12.2009		
	Diem, ABPP Tf. 32 (Recto); Tf. 33 (Verso)			PSR	1295				Dokumentarisch	dokumentarisch							X		15							 IX 	 IX 		14.12.1999					Das Schreiben umfasst Recto, dann zwei Zeilen auf dem rechten Rand von Recto, dann Verso. Die rechte obere Ecke von Recto mit dem Anfang des Briefes bzw. die rechten unteren Ecke von Verso mit der Adresse fehlen. Sonst ist das Blatt vollständig. Die Schrift ist aber Recto oben, Verso in der Mitte stark verwischt. Schriftrichtung Recto quer, Verso parallel zur Faserrichtung. Beim Überwechseln auf Verso hat der Schreiber das Blatt in der Längsrichtung umgeschlagen, sodass dem Ende von Recto der Anfang von Verso entspricht. 			1904		Geschenk Schott	x			27,5	Ein Kaufmann bittet seinen Geschäftsfreund Abū l-Ḥasan Muḥammad Wolle (ṣūf) zu verkaufen. Er informiert ihn über seinen Brief an Abū l-Mu‘ammar. Der Adressat möge ihm einen dīnār schicken, den mudy [Weizen?] für al-Ġilālatī (eigentlich Tunikamacher) und aš-Šu‘aybī nicht vergessen und ihnen den Saft (‘uṣār) geben. Er solle  Ismā‘īl schreiben, damit dieser das einkassierte Geld abliefere. Ǧurayǧ soll sich beim Adressaten einfinden, vielleicht könne der Adressat den Weizen verkaufen. Verso gegenläufig die Adresse.				9			IX		IX	3		CD_A_014	CD_A_014	abgeschlossen		Diem, ABPP S. 55; 59; 186; 228; 253; 268; 307; Grob, APF-B 29 S. 169				Papyrus					619 b 1 + 2 (Recto und Verso)	neu		33	Verkauf von Wolle und Weizen und andere Vorgänge			Arab. 189 Recto u. Verso	189	Arab.			Schrift energisch und flüssig, manchmal sind Buchstaben zu Klecksen zusammengeflossen. Einige wortüberschreitender Ligaturen. Vereinzelt diakritische Punkte.	19.3.1973 Prof. Dietrich, Göttingen16.2.1984 Prof. Diem, Köln			Diem, ABPP	Diem, ABPP 33	Recto u. Verso				Arabisch	Publiziert					CD_A_014							Vorhanden			16.12.2010		
